ИндексОПС;Доставочный уч.;Улица;Дом ;Номер подъезда;Кол-во квартир
398029;ДУ-2;Бурлакова;Дом 91;Подъезд-;Квартир-
398029;ДУ-2;Бурлакова;Дом 93;Подъезд-;Квартир-
398029;ДУ-2;Бурлакова;Дом 95;Подъезд-;Квартир-
398029;ДУ-2;Бурлакова;Дом 97;Подъезд-;Квартир-
398029;ДУ-2;Бурлакова;Дом 99;Подъезд-;Квартир-
398029;ДУ-2;Бурлакова;Дом 101;Подъезд-;Квартир-
398029;ДУ-2;Бурлакова;Дом 103;Подъезд-;Квартир-
398029;ДУ-2;Бурлакова;Дом 105;Подъезд-;Квартир-
398029;ДУ-2;Бурлакова;Дом 107;Подъезд-;Квартир-
398029;ДУ-2;Бурлакова;Дом 109;Подъезд-;Квартир-
398029;ДУ-2;Бурлакова;Дом 111;Подъезд-;Квартир-
398029;ДУ-2;Бурлакова;Дом 113;Подъезд-;Квартир-
398029;ДУ-2;Бурлакова;Дом 115;Подъезд-;Квартир-
398029;ДУ-2;Бурлакова;Дом 117;Подъезд-;Квартир-
398029;ДУ-2;Бурлакова;Дом 119;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 1;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 2;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 3;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 28;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 28А;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 28Б;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 28В;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 29;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 31;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 33;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 35;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 37;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 39;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 41;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 43;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 45;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 47;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 47А;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 49;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 51;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 53;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 57;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 57А;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 57 к.1;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 59;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 30Б;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 38;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 61;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 61А;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 63;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 65;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 67;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 69;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 71;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 73;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 75;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 77;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 79;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 81;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 83;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 85;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 30;Подъезд-1;Квартир-6
398029;ДУ-1;Бурлакова;Дом 30А;Подъезд-1;Квартир-16
398029;ДУ-1;Бурлакова;Дом 32;Подъезд-1;Квартир-6
398029;ДУ-1;Бурлакова;Дом 34;Подъезд-1;Квартир-6
398029;ДУ-1;Бурлакова;Дом 36;Подъезд-1;Квартир-6
398029;ДУ-1;Бурлакова;Дом 4;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 5;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 6;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 7;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 8;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 9;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 10;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 11;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 12;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 13;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 14;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 15;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 16;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 17;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 18;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 19;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 20;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 21;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 22;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 23;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 24;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 25;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 26;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 27;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 121;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 36 А;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 55;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 60;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 92;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 28 Г;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 30 В;Подъезд-;Квартир-
398029;ДУ-1;Бурлакова;Дом 34 А;Подъезд-;Квартир-
398029;ДУ-1;Железногорская;Дом 4;Подъезд-;Квартир-
398029;ДУ-1;Железногорская;Дом 6;Подъезд-;Квартир-
398029;ДУ-1;Железногорская;Дом 8;Подъезд-;Квартир-
398029;ДУ-1;Железногорская;Дом 10;Подъезд-;Квартир-
398029;ДУ-1;Железногорская;Дом 12;Подъезд-;Квартир-
398029;ДУ-1;Железногорская;Дом 14;Подъезд-;Квартир-
398029;ДУ-1;Железногорская;Дом 16;Подъезд-;Квартир-
398029;ДУ-1;Железногорская;Дом 18;Подъезд-;Квартир-
398029;ДУ-1;Железногорская;Дом 20;Подъезд-;Квартир-
398029;ДУ-1;Железногорская;Дом 22;Подъезд-;Квартир-
398029;ДУ-1;Железногорская;Дом 24;Подъезд-;Квартир-
398029;ДУ-1;Железногорская;Дом 26;Подъезд-;Квартир-
398029;ДУ-1;Железногорская;Дом 28;Подъезд-;Квартир-
398029;ДУ-1;Железногорская;Дом 30;Подъезд-;Квартир-
398029;ДУ-1;Железногорская;Дом 32;Подъезд-;Квартир-
398029;ДУ-1;Железногорская;Дом 34;Подъезд-;Квартир-
398029;ДУ-1;Железногорская;Дом 36;Подъезд-;Квартир-
398029;ДУ-1;Железногорская;Дом 40;Подъезд-;Квартир-
398029;ДУ-1;Железногорская;Дом 42;Подъезд-;Квартир-
398029;ДУ-1;Железногорская;Дом 44;Подъезд-;Квартир-
398029;ДУ-1;Железногорская;Дом 46;Подъезд-;Квартир-
398029;ДУ-1;Железногорская;Дом 48;Подъезд-;Квартир-
398029;ДУ-1;Железногорская;Дом 50;Подъезд-;Квартир-
398029;ДУ-1;Железногорская;Дом 52;Подъезд-;Квартир-
398029;ДУ-1;Железногорская;Дом 54;Подъезд-;Квартир-
398029;ДУ-1;Железногорская;Дом 56;Подъезд-;Квартир-
398029;ДУ-1;Железногорская;Дом 58;Подъезд-;Квартир-
398029;ДУ-1;Железногорская;Дом 60;Подъезд-;Квартир-
398029;ДУ-1;Железногорская;Дом 62;Подъезд-;Квартир-
398029;ДУ-1;Железногорская;Дом 64;Подъезд-;Квартир-
398029;ДУ-1;Железногорская;Дом 66;Подъезд-;Квартир-
398029;ДУ-1;Железногорская;Дом 68;Подъезд-;Квартир-
398029;ДУ-1;Железногорская;Дом 70;Подъезд-;Квартир-
398029;ДУ-1;Железногорская;Дом 72;Подъезд-;Квартир-
398029;ДУ-1;Железногорская;Дом 74;Подъезд-;Квартир-
398029;ДУ-1;Железногорская;Дом 76;Подъезд-;Квартир-
398029;ДУ-1;Железногорская;Дом 78;Подъезд-;Квартир-
398029;ДУ-1;Железногорская;Дом 80;Подъезд-;Квартир-
398029;ДУ-1;Железногорская;Дом 82;Подъезд-;Квартир-
398029;ДУ-1;Железногорская;Дом 84;Подъезд-;Квартир-
398029;ДУ-1;Железногорская;Дом 86;Подъезд-;Квартир-
398029;ДУ-1;Железногорская;Дом 2;Подъезд-1;Квартир-6
398029;ДУ-1;Железногорская;Дом 2;Подъезд-2;Квартир-12
398029;ДУ-1;Железногорская;Дом 2;Подъезд-3;Квартир-18
398029;ДУ-1;Железногорская;Дом 38;Подъезд-;Квартир-
398029;ДУ-1;Железногорская;Дом 88;Подъезд-;Квартир-
398029;ДУ-1;Железногорская;Дом 2 А;Подъезд-;Квартир-
398029;ДУ-2;Р. Зорге;Дом 6;Подъезд-;Квартир-
398029;ДУ-2;Р. Зорге;Дом 7;Подъезд-;Квартир-
398029;ДУ-2;Р. Зорге;Дом 8;Подъезд-;Квартир-
398029;ДУ-2;Р. Зорге;Дом 9;Подъезд-;Квартир-
398029;ДУ-2;Р. Зорге;Дом 10;Подъезд-;Квартир-
398029;ДУ-2;Р. Зорге;Дом 11;Подъезд-;Квартир-
398029;ДУ-2;Р. Зорге;Дом 12;Подъезд-;Квартир-
398029;ДУ-2;Р. Зорге;Дом 13;Подъезд-;Квартир-
398029;ДУ-2;Р. Зорге;Дом 14;Подъезд-;Квартир-
398029;ДУ-2;Р. Зорге;Дом 16;Подъезд-1;Квартир-2
398029;ДУ-2;Р. Зорге;Дом 18;Подъезд-;Квартир-
398029;ДУ-2;Р. Зорге;Дом 19;Подъезд-;Квартир-
398029;ДУ-2;Р. Зорге;Дом 20;Подъезд-;Квартир-
398029;ДУ-2;Р. Зорге;Дом 21;Подъезд-;Квартир-
398029;ДУ-2;Р. Зорге;Дом 22;Подъезд-;Квартир-
398029;ДУ-2;Р. Зорге;Дом 23;Подъезд-;Квартир-
398029;ДУ-2;Р. Зорге;Дом 24;Подъезд-;Квартир-
398029;ДУ-2;Р. Зорге;Дом 25;Подъезд-;Квартир-
398029;ДУ-2;Р. Зорге;Дом 26;Подъезд-;Квартир-
398029;ДУ-2;Р. Зорге;Дом 27;Подъезд-;Квартир-
398029;ДУ-2;Р. Зорге;Дом 28;Подъезд-1;Квартир-2
398029;ДУ-2;Р. Зорге;Дом 29;Подъезд-;Квартир-
398029;ДУ-2;Р. Зорге;Дом 30;Подъезд-;Квартир-
398029;ДУ-2;Р. Зорге;Дом 31;Подъезд-;Квартир-
398029;ДУ-2;Р. Зорге;Дом 32;Подъезд-;Квартир-
398029;ДУ-2;Р. Зорге;Дом 33;Подъезд-;Квартир-
398029;ДУ-2;Р. Зорге;Дом 34;Подъезд-;Квартир-
398029;ДУ-2;Р. Зорге;Дом 35;Подъезд-1;Квартир-2
398029;ДУ-2;Р. Зорге;Дом 36;Подъезд-;Квартир-
398029;ДУ-2;Р. Зорге;Дом 37;Подъезд-;Квартир-
398029;ДУ-2;Р. Зорге;Дом 38;Подъезд-;Квартир-
398029;ДУ-2;Р. Зорге;Дом 39;Подъезд-1;Квартир-2
398029;ДУ-2;Р. Зорге;Дом 40;Подъезд-;Квартир-
398029;ДУ-2;Р. Зорге;Дом 41;Подъезд-;Квартир-
398029;ДУ-2;Р. Зорге;Дом 42;Подъезд-;Квартир-
398029;ДУ-2;Р. Зорге;Дом 43;Подъезд-1;Квартир-2
398029;ДУ-2;Р. Зорге;Дом 44;Подъезд-1;Квартир-2
398029;ДУ-2;Р. Зорге;Дом 45;Подъезд-;Квартир-
398029;ДУ-2;Р. Зорге;Дом 46;Подъезд-;Квартир-
398029;ДУ-2;Р. Зорге;Дом 47;Подъезд-1;Квартир-2
398029;ДУ-2;Р. Зорге;Дом 48;Подъезд-;Квартир-
398029;ДУ-2;Р. Зорге;Дом 49;Подъезд-1;Квартир-2
